Day of Production,Oil Rate (mbd),Water Cut (%),GOR (scf/stb),Water Rate (mbd),Liquid Rate (mbd),Gas Rate (mscf)
1144,Pu-02,14.63672497,49.99800197,1929.000047,14.63555523,29.2722802,28234.24315
1144,Pu-03,6.836405761,0,4095,0,6.836405761,27995.08159
1144,Pu-04,7.038561465,5.891999726,5975,0.440676692,7.479238156,42055.40475
1144,Pu-05,11.93264194,0.045,5034,0.005372106,11.93801405,60068.91953
1144,Co-01,24.01148757,24.95000034,876,7.982500012,31.99398759,21034.06311
1144,Co-02,5.348421029,2.45,664,0.134327335,5.482748364,3551.351563
1144,Ga-01,5.754635523,40.27999757,1250,3.881391417,9.63602694,7193.294404
1144,Ga-02,9.752219597,32.69000028,1250,4.736295686,14.48851528,12190.2745
1144,Ga-03,7.597295472,41.6450025,1250,5.421804516,13.01909999,9496.61934
1144,Ga-04,3.784805528,10.04499717,1250,0.422637537,4.207443064,4731.006909
1144,Cr-01,3.673425196,43.35278761,1476,2.811316137,6.484741332,5421.975589
1144,Cr-02,4.075579637,50.24900253,1250,4.116375991,8.191955628,5094.474546
1144,Pd-01,1.723736329,0,3765,0,1.723736329,6489.86728
1144,Pd-02,6.571837373,45.64899969,3765,5.519637182,12.09147455,24742.96771
1145,Pu-01,3.152874438,73.05000197,3419,8.546103922,11.69897836,10779.6777
1145,Pu-02,14.63182791,50.00000197,1929.000047,14.63182906,29.26365697,28224.79673
1145,Pu-03,6.834118482,0,4095,0,6.834118482,27985.71518
1145,Pu-04,7.03620655,5.899999726,5975,0.441164895,7.477371445,42041.33414
1145,Pu-05,11.9286496,0.048,5034,0.005728501,11.9343781,60048.82207
1145,Co-01,24.00665974,25.00000034,876,8.002220059,32.0088798,21029.83393
1145,Co-02,5.347345656,2.5,664,0.137111427,5.484457084,3550.637516
1145,Ga-01,5.751542945,40.29999757,1250,3.882531947,9.634074892,7189.428681
1145,Ga-02,9.747574304,32.70000028,1250,4.736191438,14.48376574,12184.46788
1145,Ga-03,7.594321794,41.6500025,1250,5.420797521,13.01511931,9492.902243
1145,Ga-04,3.782771549,10.04999717,1250,0.42264416,4.205415709,4728.464436
1145,Cr-01,3.668583097,43.35378761,1476,2.807724747,6.476307844,5414.82865
1145,Cr-02,4.070207441,50.25000253,1250,4.111114465,8.181321906,5087.759301
1145,Pd-01,1.723389749,0,3765,0,1.723389749,6488.562404
1145,Pd-02,6.570516016,45.64999969,3765,5.518749813,12.08926583,24737.9928
1146,Pu-01,3.15181957,73.05100197,3419,8.543678594,11.69549816,10776.07111
1146,Pu-02,14.62693249,50.00200197,1929.000047,14.62810385,29.25503634,28215.35347
1146,Pu-03,6.831831969,0,4095,0,6.831831969,27976.35191
1146,Pu-04,7.033852423,5.907999726,5975,0.44165283,7.475505253,42027.26823
1146,Pu-05,11.92465859,0.051,5034,0.006084679,11.93074327,60028.73134
1146,Co-01,24.00183287,25.05000034,876,8.0219603,32.02379317,21025.6056
1146,Co-02,5.3462705,2.55,664,0.139897278,5.486167778,3549.923612
1146,Ga-01,5.748452029,40.31999757,1250,3.883672292,9.632124321,7185.565036
1146,Ga-02,9.742931223,32.71000028,1250,4.736086853,14.47901808,12178.66403
1146,Ga-03,7.591349281,41.6550025,1250,5.419790674,13.01113995,9489.186601
1146,Ga-04,3.780738663,10.05499717,1250,0.422650679,4.203389343,4725.923329
1146,Cr-01,3.66374738,43.35478761,1476,2.804137945,6.467885325,5407.691133
1146,Cr-02,4.064842326,50.25100253,1250,4.105859664,8.17070199,5081.052908
1146,Pd-01,1.723043238,0,3765,0,1.723043238,6487.25779
1146,Pd-02,6.569194924,45.65099969,3765,5.517862587,12.08705751,24733.01889
1147,Pu-01,3.150765055,73.05200197,3419,8.541253965,11.69201902,10772.46572
1147,Pu-02,14.62203871,50.00400197,1929.000047,14.62437958,29.24641829,28205.91336
1147,Pu-03,6.82954622,0,4095,0,6.82954622,27966.99177
1147,Pu-04,7.031499084,5.915999726,5975,0.442140497,7.473639581,42013.20703
1147,Pu-05,11.92066892,0.054,5034,0.006440639,11.92710956,60008.64733
1147,Co-01,23.99700698,25.10000034,876,8.041720776,32.03872776,21021.37811
1147,Co-02,5.34519556,2.6,664,0.142684892,5.487880452,3549.209852
1147,Ga-01,5.745362774,40.33999757,1250,3.884812452,9.630175226,7181.703468
1147,Ga-02,9.738290355,32.72000028,1250,4.735981933,14.47427229,12172.86294
1147,Ga-03,7.58837793,41.6600025,1250,5.418783976,13.00716191,9485.472413
1147,Ga-04,3.77870687,10.05999717,1250,0.422657096,4.201363966,4723.383587
1147,Cr-01,3.658918038,43.35578761,1476,2.800555725,6.459473763,5400.563024
1147,Cr-02,4.059484283,50.25200253,1250,4.10061158,8.160095863,5074.355354
1147,Pd-01,1.722696797,0,3765,0,1.722696797,6485.953439
1147,Pd-02,6.567874099,45.65199969,3765,5.516975502,12.0848496,24728.04598
1148,Pu-01,3.149710894,73.05300197,3419,8.538830033,11.68854093,10768.86155
1148,Pu-02,14.61714657,50.00600197,1929.000047,14.62065626,29.23780282,28196.47642
1148,Pu-03,6.827261237,0,4095,0,6.827261237,27957.63476
1148,Pu-04,7.029146532,5.923999726,5975,0.442627897,7.471774429,41999.15053
1148,Pu-05,11.91668058,0.057,5034,0.006796382,11.92347696,59988.57004
1148,Co-01,23.99218206,25.15000034,876,8.061501532,32.05368359,21017.15148
1148,Co-02,5.344120836,2.65,664,0.14547427,5.489595106,3548.496235
1148,Ga-01,5.742275179,40.35999757,1250,3.885952428,9.628227607,7177.843974
1148,Ga-02,9.733651696,32.73000028,1250,4.735876677,14.46952837,12167.06462
1148,Ga-03,7.585407743,41.6650025,1250,5.417777427,13.00318517,9481.759679
1148,Ga-04,3.776676169,10.06499717,1250,0.42266341,4.199339578,4720.845211
1148,Cr-01,3.654095061,43.35678761,1476,2.79697808,6.451073141,5393.44431
1148,Cr-02,4.054133303,50.25300253,1250,4.095370204,8.149503507,5067.666629
1148,Pd-01,1.722350425,0,3765,0,1.722350425,6484.64935
1148,Pd-02,6.566553538,45.65299969,3765,5.516088559,12.0826421,24723.07407
1149,Pu-01,3.148657085,73.05400197,3419,8.5364068,11.68506388,10765.25857
1149,Pu-02,14.61225606,50.00800197,1929.000047,14.61693388,29.22918994,28187.04263
1149,Pu-03,6.824977017,0,4095,0,6.824977017,27948.28089
1149,Pu-04,7.026794768,5.931999726,5975,0.443115029,7.469909796,41985.09874
1149,Pu-05,11.91269358,0.06,5034,0.007151907,11.91984548,59968.49947
1149,Co-01,23.9873581,25.20000034,876,8.081302609,32.06866071,21012.9257
1149,Co-02,5.343046328,2.7,664,0.148265417,5.491311745,3547.782762
1149,Ga-01,5.739189244,40.37999757,1250,3.887092222,9.626281465,7173.986555
1149,Ga-02,9.729015248,32.74000028,1250,4.735771086,14.46478633,12161.26906
1149,Ga-03,7.582438719,41.6700025,1250,5.416771026,12.99920974,9478.048398
1149,Ga-04,3.774646559,10.06999717,1250,0.42266962,4.197316179,4718.308198
1149,Cr-01,3.649278442,43.35778761,1476,2.793405005,6.442683447,5386.33498
1149,Cr-02,4.048789376,50.25400253,1250,4.090135527,8.138924904,5060.986721
1149,Pd-01,1.722004123,0,3765,0,1.722004123,6483.345524
1149,Pd-02,6.565233244,45.65399969,3765,5.515201758,12.080435,24718.10316
1150,Pu-01,3.147603628,73.05500197,3419,8.533984265,11.68158789,10761.6568
1150,Pu-02,14.60736719,50.01000197,1929.000047,14.61321246,29.22057965,28177.612
1150,Pu-03,6.822693562,0,4095,0,6.822693562,27938.93014
1150,Pu-04,7.02444379,5.939999726,5975,0.443601893,7.468045683,41971.05164
1150,Pu-05,11.90870791,0.063,5034,0.007507216,11.91621512,59948.43561
1150,Co-01,23.98253512,25.25000034,876,8.10112405,32.08365917,21008.70076
1150,Co-02,5.341972036,2.75,664,0.151058335,5.493030371,3547.069432
1150,Ga-01,5.736104967,40.39999757,1250,3.888231833,9.6243368,7170.131208
1150,Ga-02,9.724381008,32.75000028,1250,4.73566516,14.46004617,12155.47626
1150,Ga-03,7.579470856,41.6750025,1250,5.415764774,12.99523563,9474.33857
1150,Ga-04,3.772618039,10.07499717,1250,0.422675728,4.195293768,4715.772549
1150,Cr-01,3.644468172,43.35878761,1476,2.789836494,6.434304665,5379.235021
1150,Cr-02,4.043452494,50.25500253,1250,4.084907542,8.128360036,5054.315617
1150,Pd-01,1.721657891,0,3765,0,1.721657891,6482.041959
1150,Pd-02,6.563913215,45.65499969,3765,5.514315099,12.07822831,24713.13325
1151,Pu-01,3.146550524,73.05600197,3419,8.531562428,11.67811295,10758.05624
1151,Pu-02,14.60247995,50.01200197,1929.000047,14.60949198,29.21197193,28168.18452
1151,Pu-03,6.820410871,0,4095,0,6.820410871,27929.58252
1151,Pu-04,7.022093599,5.947999726,5975,0.44408849,7.466182089,41957.00925
1151,Pu-05,11.90472357,0.066,5034,0.007862307,11.91258588,59928.37847
1151,Co-01,23.9777131,25.30000034,876,8.120965897,32.098679,21004.47668
1151,Co-02,5.34089796,2.8,664,0.153853028,5.494750987,3546.356245
1151,Ga-01,5.733022347,40.41999757,1250,3.889371263,9.622393611,7166.277934
1151,Ga-02,9.719748975,32.76000028,1250,4.7355589,14.45530788,12149.68622
1151,Ga-03,7.576504155,41.6800025,1250,5.414758671,12.99126283,9470.630194
1151,Ga-04,3.77059061,10.07999717,1250,0.422681734,4.193272344,4713.238263
1151,Cr-01,3.639664242,43.35978761,1476,2.786272541,6.425936783,5372.144421
1151,Cr-02,4.038122646,50.25600253,1250,4.079686239,8.117808884,5047.653307
1151,Pd-01,1.721311728,0,3765,0,1.721311728,6480.738656
1151,Pd-02,6.562593451,45.65599969,3765,5.513428581,12.07602203,24708.16434
1152,Pu-01,3.145497772,73.05700197,3419,8.529141288,11.67463906,10754.45688
1152,Pu-02,14.59759435,50.01400197,1929.000047,14.60577245,29.2033668,28158.7602
1152,Pu-03,6.818128944,0,4095,0,6.818128944,27920.23803
1152,Pu-04,7.019744194,5.955999726,5975,0.44457482,7.464319014,41942.97156
1152,Pu-05,11.90074057,0.069,5034,0.008217181,11.90895775,59908.32803
1152,Co-01,23.97289206,25.35000034,876,8.140828194,32.11372025,21000.25344
1152,Co-02,5.3398241,2.85,664,0.156649498,5.496473597,3545.643202
1152,Ga-01,5.729941384,40.43999757,1250,3.890510513,9.620451898,7162.42673
1152,Ga-02,9.715119149,32.77000028,1250,4.735452306,14.45057145,12143.89894
1152,Ga-03,7.573538616,41.6850025,1250,5.413752717,12.98729133,9466.923269
1152,Ga-04,3.768564271,10.08499717,1250,0.422687636,4.191251907,4710.705339
1152,Cr-01,3.634866645,43.36078761,1476,2.78271314,6.417579784,5365.063167
1152,Cr-02,4.032799823,50.25700253,1250,4.074471609,8.107271433,5040.999779
1152,Pd-01,1.720965635,0,3765,0,1.720965635,6479.435616
1152,Pd-02,6.561273952,45.65699969,3765,5.512542205,12.07381616,24703.19643
1153,Pu-01,3.144445373,73.05800197,3419,8.526720845,11.67116622,10750.85873
1153,Pu-02,14.59271039,50.01600197,1929.000047,14.60205387,29.19476425,28149.33903
1153,Pu-03,6.81584778,0,4095,0,6.81584778,27910.89666
1153,Pu-04,7.017395575,5.963999726,5975,0.445060883,7.462456458,41928.93856
1153,Pu-05,11.8967589,0.072,5034,0.008571838,11.90533074,59888.28431
1153,Co-01,23.96807198,25.40000034,876,8.160710984,32.12878297,20996.03106
1153,Co-02,5.338750456,2.9,664,0.159447748,5.498198204,3544.930303
1153,Ga-01,5.726862077,40.45999757,1250,3.891649584,9.618511661,7158.577596
1153,Ga-02,9.710491528,32.78000028,1250,4.735345378,14.44583691,12138.11441
1153,Ga-03,7.570574237,41.6900025,1250,5.412746912,12.98332115,9463.217796
1153,Ga-04,3.76653902,10.08999717,1250,0.422693436,4.189232457,4708.173775
1153,Cr-01,3.630075371,43.36178761,1476,2.779158285,6.409233656,5357.991248
1153,Cr-02,4.027484017,50.25800253,1250,4.069263645,8.096747662,5034.355021
1153,Pd-01,1.720619612,0,3765,0,1.720619612,6478.132838
1153,Pd-02,6.559954719,45.65799969,3765,5.511655971,12.07161069,24698.22952
1154,Pu-01,3.143393325,73.05900197,3419,8.524301099,11.66769442,10747.26178
1154,Pu-02,14.58782806,50.01800197,1929.000047,14.59833623,29.18616429,28139.92101
1154,Pu-03,6.81356738,0,4095,0,6.81356738,27901.55842
1154,Pu-04,7.015047742,5.971999726,5975,0.445546678,7.46059442,41914.91026
1154,Pu-05,11.89277856,0.075,5034,0.008926279,11.90170484,59868.24729
1154,Co-01,23.96325288,25.45000034,876,8.180614309,32.14386719,20991.80952
1154,Co-02,5.337677028,2.95,664,0.162247782,5.499924809,3544.217546
1154,Ga-01,5.723784425,40.47999757,1250,3.892788477,9.616572901,7154.730531
1154,Ga-02,9.705866111,32.79000028,1250,4.735238116,14.44110423,12132.33264
1154,Ga-03,7.567611018,41.6950025,1250,5.411741255,12.97935227,9459.513773
1154,Ga-04,3.764514858,10.09499717,1250,0.422699134,4.187213992,4705.643573
1154,Cr-01,3.625290413,43.36278761,1476,2.775607971,6.400898385,5350.92865
1154,Cr-02,4.022175218,50.25900253,1250,4.064062338,8.086237556,5027.719022
1154,Pd-01,1.720273658,0,3765,0,1.720273658,6476.830321
1154,Pd-02,6.558635751,45.65899969,3765,5.510769879,12.06940563,24693.2636
1155,Pu-01,3.14234163,73.06000197,3419,8.52188205,11.66422368,10743.66603
1155,Pu-02,14.58294736,50.02000197,1929.000047,14.59461954,29.1775669,28130.50615
1155,Pu-03,6.811287742,0,4095,0,6.811287742,27892.2233
1155,Pu-04,7.012700694,5.979999726,5975,0.446032207,7.458732901,41900.88665
1155,Pu-05,11.88879956,0.078,5034,0.009280502,11.89808006,59848.21697
1155,Co-01,23.95843474,25.50000034,876,8.200538214,32.15897295,20987.58883
1155,Co-02,5.336603815,3,664,0.165049603,5.501653418,3543.504933
1155,Ga-01,5.720708426,40.49999757,1250,3.893927191,9.614635618,7150.885533
1155,Ga-02,9.701242898,32.80000028,1250,4.735130522,14.43637342,12126.55362
1155,Ga-03,7.564648959,41.7000025,1250,5.410735748,12.97538471,9455.811199
1155,Ga-04,3.762491784,10.09999717,1250,0.422704729,4.185196513,4703.11473
1155,Cr-01,3.620511763,43.36378761,1476,2.772062192,6.392573955,5343.875362
1155,Cr-02,4.016873416,50.26000253,1250,4.058867679,8.075741096,5021.09177
1155,Pd-01,1.719927773,0,3765,0,1.719927773,6475.528066
1155,Pd-02,6.557317049,45.65999969,3765,5.509883928,12.06720098,24688.29869
1156,Pu-01,3.141290286,73.06100197,3419,8.519463697,11.66075398,10740.07149
1156,Pu-02,14.5780683,50.02200197,1929.000047,14.59090379,29.16897209,28121.09443
1156,Pu-03,6.809008867,0,4095,0,6.809008867,27882.89131
1156,Pu-04,7.010354432,5.987999726,5975,0.446517469,7.456871901,41886.86773
1156,Pu-05,11.88482188,0.081,5034,0.00963451,11.89445639,59828.19335
1156,Co-01,23.95361757,25.55000034,876,8.22048274,32.17410031,20983.36899
1156,Co-02,5.335530819,3.05,664,0.167853213,5.503384032,3542.792464
1156,Ga-01,5.717634081,40.51999757,1250,3.895065729,9.61269981,7147.042601
1156,Ga-02,9.696621887,32.81000028,1250,4.735022594,14.43164448,12120.77736
1156,Ga-03,7.56168806,41.7050025,1250,5.409730389,12.97141845,9452.110075
1156,Ga-04,3.760469796,10.10499717,1250,0.422710223,4.183180019,4700.587246
1156,Cr-01,3.615739411,43.36478761,1476,2.768520943,6.384260354,5336.831371
1156,Cr-02,4.011578603,50.26100253,1250,4.05367966,8.065258264,5014.473254
1156,Pd-01,1.719581958,0,3765,0,1.719581958,6474.226074
1156,Pd-02,6.555998611,45.66099969,3765,5.508998119,12.06499673,24683.33477
1157,Pu-01,3.140239294,73.06200197,3419,8.517046041,11.65728534,10736.47815
1157,Pu-02,14.57319086,50.02400197,1929.000047,14.587189,29.16037986,28111.68587
1157,Pu-03,6.806730755,0,4095,0,6.806730755,27873.56244
1157,Pu-04,7.008008955,5.995999726,5975,0.447002464,7.455011419,41872.8535
1157,Pu-05,11.88084554,0.084,5034,0.0099883,11.89083384,59808.17644
1157,Co-01,23.94880137,25.60000034,876,8.240447932,32.1892493,20979.15
1157,Co-02,5.334458038,3.1,664,0.170658616,5.505116654,3542.080137
1157,Ga-01,5.714561388,40.53999757,1250,3.896204092,9.610765479,7143.201735
1157,Ga-02,9.692003076,32.82000028,1250,4.734914334,14.42691741,12115.00385
1157,Ga-03,7.55872832,41.7100025,1250,5.408725179,12.9674535,9448.410399
1157,Ga-04,3.758448896,10.10999717,1250,0.422715614,4.18116451,4698.06112
1157,Cr-01,3.61097335,43.36578761,1476,2.764984216,6.375957566,5329.796665
1157,Cr-02,4.00629077,50.26200253,1250,4.048498273,8.054789043,5007.863462
1157,Pd-01,1.719236213,0,3765,0,1.719236213,6472.924343
1157,Pd-02,6.554680439,45.66199969,3765,5.508112452,12.06279289,24678.37185
1158,Pu-01,3.139188654,73.06300197,3419,8.514629082,11.65381774,10732.88601
1158,Pu-02,14.56831506,50.02600197,1929.000047,14.58347514,29.15179021,28102.28045
1158,Pu-03,6.804453404,0,4095,0,6.804453404,27864.23669
1158,Pu-04,7.005664262,6.003999726,5975,0.447487193,7.453151455,41858.84397
1158,Pu-05,11.87687052,0.087,5034,0.010341875,11.8872124,59788.16622
1158,Co-01,23.94398614,25.65000034,876,8.260433834,32.20441998,20974.93186
1158,Co-02,5.333385473,3.15,664,0.173465816,5.506851288,3541.367954
1158,Ga-01,5.711490346,40.55999757,1250,3.897342279,9.608832625,7139.362932
1158,Ga-02,9.687386466,32.83000028,1250,4.734805742,14.42219221,12109.23308
1158,Ga-03,7.555769738,41.7150025,1250,5.407720118,12.96348986,9444.712172
1158,Ga-04,3.756429081,10.11499717,1250,0.422720903,4.179149984,4695.536352
1158,Cr-01,3.606213571,43.36678761,1476,2.761452007,6.367665578,5322.771231
1158,Cr-02,4.001009906,50.26300253,1250,4.043323508,8.044333414,5001.262383
1158,Pd-01,1.718890537,0,3765,0,1.718890537,6471.622873
1158,Pd-02,6.553362531,45.66299969,3765,5.507226926,12.06058946,24673.40993
1159,Pu-01,3.138138366,73.06400197,3419,8.512212818,11.65035118,10729.29507
1159,Pu-02,14.56344089,50.02800197,1929.000047,14.57976224,29.14320313,28092.87817
1159,Pu-03,6.802176816,0,4095,0,6.802176816,27854.91406
1159,Pu-04,7.003320354,6.011999726,5975,0.447971655,7.451292009,41844.83911
1159,Pu-05,11.87289684,0.09,5034,0.010695233,11.88359207,59768.1627
1159,Co-01,23.93917188,25.70000034,876,8.280440489,32.21961237,20970.71456
1159,Co-02,5.332313123,3.2,664,0.176274814,5.508587937,3540.655914
1159,Ga-01,5.708420954,40.57999757,1250,3.898480292,9.606901247,7135.526193
1159,Ga-02,9.682772055,32.84000028,1250,4.734696818,14.41746887,12103.46507
1159,Ga-03,7.552812314,41.7200025,1250,5.406715205,12.95952752,9441.015392
1159,Ga-04,3.754410352,10.11999717,1250,0.42272609,4.177136442,4693.01294
1159,Cr-01,3.601460067,43.36778761,1476,2.757924309,6.359384376,5315.755058
1159,Cr-02,3.995736004,50.26400253,1250,4.038155357,8.033891361,4994.670005
1159,Pd-01,1.718544931,0,3765,0,1.718544931,6470.321666
1159,Pd-02,6.552044889,45.66399969,3765,5.506341542,12.05838643,24668.44901
1160,Pu-01,3.137088428,73.06500197,3419,8.50979725,11.64688568,10725.70534
1160,Pu-02,14.55856836,50.03000197,1929.000047,14.57605028,29.13461863,28083.47905
1160,Pu-03,6.799900989,0,4095,0,6.799900989,27845.59455
1160,Pu-04,7.00097723,6.019999726,5975,0.448455851,7.449433081,41830.83895
1160,Pu-05,11.86892449,0.093,5034,0.011048375,11.87997286,59748.16587
1160,Co-01,23.93435858,25.75000034,876,8.30046794,32.23482652,20966.49812
1160,Co-02,5.331240989,3.25,664,0.179085615,5.510326604,3539.944017
1160,Ga-01,5.705353212,40.59999757,1250,3.899618132,9.604971345,7131.691515
1160,Ga-02,9.678159842,32.85000028,1250,4.734587563,14.41274741,12097.6998
1160,Ga-03,7.549856047,41.7250025,1250,5.405710442,12.95556649,9437.320059
1160,Ga-04,3.752392708,10.12499717,1250,0.422731175,4.175123883,4690.490885
1160,Cr-01,3.596712828,43.36878761,1476,2.754401118,6.351113946,5308.748134
1160,Cr-02,3.990469053,50.26500253,1250,4.032993813,8.023462866,4988.086316
1160,Pd-01,1.718199394,0,3765,0,1.718199394,6469.02072
1160,Pd-02,6.550727511,45.66499969,3765,5.505456299,12.05618381,24663.48908
1161,Pu-01,3.136038842,73.06600197,3419,8.507382378,11.64342122,10722.1168
1161,Pu-02,14.55369745,50.03200197,1929.000047,14.57233926,29.12603671,28074.08307
1161,Pu-03,6.797625924,0,4095,0,6.797625924,27836.27816
1161,Pu-04,6.99863489,6.027999726,5975,0.448939781,7.447574671,41816.84347
1161,Pu-05,11.86495346,0.096,5034,0.011401301,11.87635476,59728.17573
1161,Co-01,23.92954625,25.80000034,876,8.320516232,32.25006249,20962.28252
1161,Co-02,5.330169071,3.3,664,0.181898221,5.512067291,3539.232263
1161,Ga-01,5.702287119,40.61999757,1250,3.9007558,9.603042919,7127.858899
1161,Ga-02,9.673549826,32.86000028,1250,4.734477976,14.4080278,12091.93728
1161,Ga-03,7.546900938,41.7300025,1250,5.404705828,12.95160677,9433.626173
1161,Ga-04,3.750376148,10.12999717,1250,0.422736159,4.173112307,4687.970185
1161,Cr-01,3.591971847,43.36978761,1476,2.750882426,6.342854273,5301.750446
1161,Cr-02,3.985209045,50.26600253,1250,4.027838866,8.013047911,4981.511306
1161,Pd-01,1.717853927,0,3765,0,1.717853927,6467.720036
1161,Pd-02,6.549410399,45.66599969,3765,5.504571198,12.0539816,24658.53015
1162,Pu-01,3.134989608,73.06700197,3419,8.504968201,11.63995781,10718.52947
1162,Pu-02,14.54882817,50.03400197,1929.000047,14.56862919,29.11745736,28064.69023
1162,Pu-03,6.79535162,0,4095,0,6.79535162,27826.96488
1162,Pu-04,6.996293334,6.035999726,5975,0.449423444,7.445716778,41802.85267
1162,Pu-05,11.86098377,0.099,5034,0.01175401,11.87273778,59708.19228
1162,Co-01,23.9247349,25.85000034,876,8.340585409,32.2653203,20958.06777
1162,Co-02,5.329097368,3.35,664,0.184712635,5.513810003,3538.520652
1162,Ga-01,5.699222673,40.63999757,1250,3.901893297,9.60111597,7124.028342
1162,Ga-02,9.668942006,32.87000028,1250,4.734368058,14.40331006,12086.17751
1162,Ga-03,7.543946985,41.7350025,1250,5.403701362,12.94764835,9429.933732
1162,Ga-04,3.748360672,10.13499717,1250,0.422741041,4.171101713,4685.45084
1162,Cr-01,3.587237115,43.37078761,1476,2.74736823,6.334605344,5294.761981
1162,Cr-02,3.97995597,50.26700253,1250,4.022690508,8.002646478,4974.944963
1162,Pd-01,1.717508529,0,3765,0,1.717508529,6466.419613
1162,Pd-02,6.548093551,45.66699969,3765,5.503686239,12.05177979,24653.57222
1163,Pu-01,3.133940724,73.06800197,3419,8.502554719,11.63649544,10714.94333
1163,Pu-02,14.54396052,50.03600197,1929.000047,14.56492006,29.10888058,28055.30053
1163,Pu-03,6.793078077,0,4095,0,6.793078077,27817.65473
1163,Pu-04,6.993952561,6.043999726,5975,0.449906842,7.443859403,41788.86655
1163,Pu-05,11.8570154,0.102,5034,0.012106504,11.8691219,59688.21551
1163,Co-01,23.9199245,25.90000034,876,8.360675515,32.28060002,20953.85386
1163,Co-02,5.328025881,3.4,664,0.187528861,5.515554742,3537.809185
1163,Ga-01,5.696159875,40.65999757,1250,3.903030623,9.599190497,7120.199843
1163,Ga-02,9.664336381,32.88000028,1250,4.73425781,14.39859419,12080.42048
1163,Ga-03,7.540994189,41.7400025,1250,5.402697045,12.94369123,9426.242736
1163,Ga-04,3.746346279,10.13999717,1250,0.422745821,4.1690921,4682.932849
1163,Cr-01,3.582508624,43.37178761,1476,2.743858521,6.326367145,5287.782729
1163,Cr-02,3.97470982,50.26800253,1250,4.01754873,7.99225855,4968.387274
1163,Pd-01,1.717163201,0,3765,0,1.717163201,6465.119451
1163,Pd-02,6.546776968,45.66799969,3765,5.502801421,12.04957839,24648.61528
1164,Pu-01,3.132892191,73.06900197,3419,8.500141933,11.63303412,10711.3584
1164,Pu-02,14.5390945,50.03800197,1929.000047,14.56121188,29.10030638,28045.91398
1164,Pu-03,6.790805295,0,4095,0,6.790805295,27808.34768
1164,Pu-04,6.991612571,6.051999726,5975,0.450389974,7.442002545,41774.88511
1164,Pu-05,11.85304836,0.105,5034,0.012458782,11.86550714,59668.24543
1164,Co-01,23.91511508,25.95000034,876,8.380786595,32.29590167,20949.64081
1164,Co-02,5.326954609,3.45,664,0.190346902,5.517301511,3537.09786
1164,Ga-01,5.693098722,40.67999757,1250,3.904167779,9.597266501,7116.373402
1164,Ga-02,9.659732949,32.89000028,1250,4.734147232,14.39388018,12074.66619
1164,Ga-03,7.538042548,41.7450025,1250,5.401692878,12.93973543,9422.553186
1164,Ga-04,3.744332969,10.14499717,1250,0.4227505,4.167083469,4680.416211
1164,Cr-01,3.577786366,43.37278761,1476,2.740353296,6.318139662,5280.812676
1164,Cr-02,3.969470584,50.26900253,1250,4.012413525,7.98188411,4961.83823
1164,Pd-01,1.716817942,0,3765,0,1.716817942,6463.819551
1164,Pd-02,6.545460649,45.66899969,3765,5.501916744,12.04737739,24643.65934
1165,Pu-01,3.131844009,73.07000197,3419,8.497729841,11.62957385,10707.77467
1165,Pu-02,14.53423011,50.04000197,1929.000047,14.55750464,29.09173475,28036.53056
1165,Pu-03,6.788533273,0,4095,0,6.788533273,27799.04375
1165,Pu-04,6.989273364,6.059999726,5975,0.45087284,7.440146204,41760.90835
1165,Pu-05,11.84908264,0.108,5034,0.012810845,11.86189349,59648.28203
1165,Co-01,23.91030662,26.00000034,876,8.400918691,32.31122531,20945.4286
1165,Co-02,5.325883552,3.5,664,0.193166761,5.519050313,3536.386679
1165,Ga-01,5.690039214,40.69999757,1250,3.905304767,9.595343981,7112.549018
1165,Ga-02,9.655131711,32.90000028,1250,4.734036323,14.38916803,12068.91464
1165,Ga-03,7.535092063,41.7500025,1250,5.400688859,12.93578092,9418.865079
1165,Ga-04,3.74232074,10.14999717,1250,0.422755078,4.165075818,4677.900925
1165,Cr-01,3.573070332,43.37378761,1476,2.736852548,6.309922881,5273.85181
1165,Cr-02,3.964238255,50.27000253,1250,4.007284884,7.971523139,4955.297819
1165,Pd-01,1.716472752,0,3765,0,1.716472752,6462.519913
1165,Pd-02,6.544144596,45.66999969,3765,5.501032209,12.0451768,24638.7044
1166,Pu-01,3.130796178,73.07100197,3419,8.495318443,11.62611462,10704.19213
1166,Pu-02,14.52936734,50.04200197,1929.000047,14.55379835,29.08316569,28027.15029
1166,Pu-03,6.786262011,0,4095,0,6.786262011,27789.74293
1166,Pu-04,6.98693494,6.067999726,5975,0.45135544,7.43829038,41746.93627
1166,Pu-05,11.84511826,0.111,5034,0.013162692,11.85828095,59628.3253
1166,Co-01,23.90549913,26.05000034,876,8.421071851,32.32657098,20941.21724
1166,Co-02,5.324812711,3.55,664,0.195988441,5.520801152,3535.67564
1166,Ga-01,5.686981351,40.71999757,1250,3.906441587,9.593422937,7108.726688
1166,Ga-02,9.650532664,32.91000028,1250,4.733925085,14.38445775,12063.16583
1166,Ga-03,7.532142733,41.7550025,1250,5.399684989,12.93182772,9415.178416
1166,Ga-04,3.740309593,10.15499717,1250,0.422759554,4.163069147,4675.386991
1166,Cr-01,3.568360515,43.37478761,1476,2.733356272,6.301716787,5266.90012
1166,Cr-02,3.959012823,50.27100253,1250,4.002162798,7.961175621,4948.766028
1166,Pd-01,1.716127632,0,3765,0,1.716127632,6461.220535
