API_WELL_NUMBER,SNWAR,DATE,COMMENTS
1.77074E+11,-148390,2/14/10,02/14/2010  RU pump lines to 9-5/8-inch x 13-3/8-inch casing annulus.  Tested pump lines to 250 psi low and 5000 psi high.  Tested 9-5/8-inch x 13-3/8-inch casing annulus to 1000 psi for 30 minutes.  Test was good.  RU pump lines to 7-inch x 9-5/8-inch casing annulus and tested same to 1000 psi for 30 minutes.  Test was bad  and injection was not established.  Tested 2-3/8-inch (2) x 7-inch casing annulus to 1000 psi for 30 minutes.  Test was good.  RD pump lines. 
1.77074E+11,-148390,2/15/10,02/15/2010  02/18/2010  No activity. 
1.77074E+11,-148390,2/19/10,02/19/2010  LS  RU SL.  Tested lubricator to 250 psi low and 5000 psi high.  RIH and pulled DS Plug from 2 659-ft MD.  RD SL.  RU EL.  Tested lubricator to 250 psi low and 5000 psi high.  Made gauge run to 14 823-ft MD.  POOH.  RIH and set MRBP at 14 820-ft MD.  POOH.  RI and dump 10-ft of cement on top of MRBP at 14 823-ft MD.  RD EL. 
1.77074E+11,-148390,2/20/10,02/20/2010  SS  RU SL.  Tested lubricator to 250 psi low and 5000 psi high.  RIH and pulled DT Plug at 1 534-ft MD.  Mad gauge run to 13 734-ft MD.  POOH.  RIH and set DT Plug at 1 534-ft MD.  RD SL. 
1.77074E+11,-151625,4/4/10,04/04/2010 : No activity. 
1.77074E+11,-151625,4/5/10,04/05/2010 : RU casing jacks.  ND 7-inch x 9-5/8-inch casing spool.  POOH with 7-inch x 9-5/8-inch casings.  Casings were NORM free.  LD casings.  RD casing jacks. 
1.77074E+11,-151625,4/6/10,04/06/2010 : Backloaded casing and jacking package to boat.  Made gauge run to 318-ft MD.  Set 13-3/8-inch CIBP at 313-ft MD (125-ft BML).   
1.77074E+11,-151625,4/7/10,04/07/2010 : Mixed and pumped 50-ft Surface Cement Plug consisting of 43 sacks of 16.2 ppg Class H Cement (46 ft3).  POOH to 50-ft BML and circulated clean with 35 bbls of seawater.  TOC at 263-ft MD (75-ft BML). 
1.77074E+11,-151625,4/8/10,04/08/2010 : Built scaffolding around well.  Removed 26-inch casing head. 
1.77074E+11,-151625,4/9/10,04/09/2010 : RU mechanical cutting equipment.  Began mechanically cutting 13-3/8-inch x 20-inch x 26-inch casings. 
1.77074E+11,-151625,4/10/10,04/10/2010 : Continued mechanically cutting 13-3/8-inch x 20-inch x 26-inch casings. 
1.77074E+11,-151816,4/11/10,04/11/2010 : Began pulling grouted 13-3/8-inch x 20-inch x 26-inch casings out of the well with casing jacks. 
1.77074E+11,-151816,4/12/10,04/12/2010 : Continued pulling grouted 13-3/8-inch x 20-inch x 26-inch casings out of the well with casing jacks.  Began cutting 13-3/8-inch x 20-inch x 26-inch casing in 16-ft sections. 
1.77074E+11,-151816,4/13/10,04/13/2010 : Cut and LD all remaining 13-3/8-inch x 20-inch x 26-inch casings at 25-ft BML. 
1.77074E+11,-151816,4/14/10,04/14/2010 : Rd casing jacks and remaining equipment. 
1.77074E+11,-151816,4/15/10,04/15/2010 : De-mob from SMI 49 E platform  P&A of E-4 well complete.   
1.77074E+11,-151200,3/28/10,03/28/2010 : 03/30/2010 - No activity. 
1.77074E+11,-151200,3/31/10,03/31/2010 : Mechanically cut 7-inch x 9-5/8-inch casings at 323-ft MD (140-ft BML).  Moved to 9-5/8-inch x 13-3/8-inch casing and successfully circulated with 25 bbls of seawater. 
1.77074E+11,-151200,4/1/10,04/01/2010 : 04/03/2010 : No activity. 
1.77242E+11,-132618,6/28/09,6/28/2009 to 6/29/2009 - Operations suspended.   
1.77242E+11,-132618,6/30/09,6/30/2009 - Made gauge run to 629' MD.  POOH.   
1.77242E+11,-132618,7/1/09,7/1/2009 - Operations suspended. 
1.77242E+11,-132618,7/2/09,"7/2/2009 - RIH and set 6.312"" CIBP at 628' MD.  Mixed and pumped 7 bbls (36.5 sacks) of Class H cement for a 175' plug from 628' to 453' MD (TOC at 85' BML).  POOH.   "
1.77242E+11,-132618,7/3/09,7/3/2009 - RIH and tagged TOC at 474'.  Bubble tested surface plug (good test). 
1.77242E+11,-132618,7/4/09,"7/4/2009 - Operations suspended. """
1.77242E+11,-132620,7/5/09,"7/5/2009 - Mechanically cut remaining casings at +/-12' AWL.  Verified 7"" x 10-3/4"" casing is grouted.   "
1.77242E+11,-132620,7/6/09,7/6/2009 - Welded debris covers on casings.    
1.77242E+11,-160812,8/23/10,8/23/10: The DB William Kallop arrived at MP-305 A. Workers began cutting lifting slots in the tops of the conductors at the (+) 12 elevation and welding lifting trunnions to piles A2 and A3. 
1.77242E+11,-160812,8/24/10,8/24/10: Workers continued cutting lifting slots in the tops of the conductors. The barge was then standing by waiting for daylight to explosively sever the conductors. 
1.77242E+11,-160812,8/25/10,8/25/10: Explosively severed all twelve (12) conductors.  Removed conductor A17.  
1.77242E+11,-160812,8/27/10,8/27/10: Removed well conductor A-15 and half of conductor A-23. The DB William Kallop then shut down on weather. 
1.77242E+11,-160812,8/28/10,8/28/10: Waiting on weather. 
1.77242E+11,-160813,8/29/10,8/29/10: Waiting on weather. 
1.77242E+11,-160813,8/30/10,8/30/10: Waiting on weather. 
1.77242E+11,-160813,8/31/10,8/31/10: Divers began making dives to verify pipelines have been previously severed. The barge then began removing the 2nd section of conductor A-23. 
1.77242E+11,-160813,9/1/10,9/1/10: Removed conductor A-23. The DB William Kallop then shut down on weather. 
1.77242E+11,-160813,9/2/10,9/2/10: Removed conductors A-9 and 22. 
1.77242E+11,-160813,9/3/10,9/3/10: Removed well conductor A-22  which completed conductor removal. Explosively severed all eight (8) piles at least 15 below mudline. Began welding cap plates on the eight (8) piles. 
1.77242E+11,-160813,9/4/10,9/4/10: Completed welding cap plates on all piles. Began dewatering piles and lifting the jacket in preparation for tow to the reef site. 
1.77242E+11,-129484,6/7/09,6/7/2009 to 6/9/2009 - Operations suspended. 
1.77242E+11,-129484,6/10/09,6/10/2009 - Established injection into perforations.  Mixed and pumped 4 bbls of 16.2 ppg Class H cement and squeezed the L-6U Sand perforations (ETOC at 8300' MD).   
1.77242E+11,-129484,6/11/09,6/11/2009 to 6/13/2009 - Operations suspended. 
1.77242E+11,-127805,6/2/09,6/2/2009  Tested 7 x 10-3/4 annulus to 500 psi.   
1.77242E+11,-127805,6/3/09,6/3/2009 to 6/6/2009  Operations suspended. 
1.77242E+11,-131200,6/21/09,"6/21/2009 - Tested the 1800' to 2100' balanced plug: Tested 2-3/8"" tubing to 1025 psi.  Tested 2-3/8"" x 5"" x 7"" annulus to 1050 psi.  Bubble tested same  good test.  RU EL.  Tested lubricator to 1100 psi.  RIH with jet cutter and cut 2-3/8"" tubing at 670' MD.  POOH. "
1.77242E+11,-131200,6/22/09,6/22/2009 - Operations suspended. 
1.77242E+11,-131200,6/23/09,"6/23/2009 - Cut wellhead and 7"" casing spool.  Pulled and LD 2-3/8"" tubing.   "
1.77242E+11,-131200,6/24/09,6/24/2009 - Operations suspended. 
1.77242E+11,-131200,6/25/09,"6/25/2009 - RIH with split shot and cut 7"" casing at 687' MD  casing did not move.  POOH.   "
1.77242E+11,-131200,6/26/09,"6/26/2009 - Attempted to pull 7"" casing with crane with no success. "
1.77242E+11,-131200,6/27/09,"6/27/2009 - RU casing jack and pulled up to 102 000 psi several times with no movement in the 7"" casing.  RU  EL.  Jet cut 7"" casing at 674' MD.  Pulled up to 102 000 psi with jacks  no movement in 7"" casing.  Jet cut 7"" casing at 648' MD.  Pulled up to 102 000 psi with jacks  no movement in 7"" casing.     """
1.77242E+11,-130305,6/14/09,6/14/2009 - Operations suspended. 
1.77242E+11,-130305,6/15/09,6/15/2009 - Tested L-6U Sand squeeze to 1150 psi.  RU EL.  Tested lubricator to 1000 psi.  RIH with perforating gun and perforated at 2680'.  POOH.  Mixed and pumped 10.7 bbls (56 sacks) of Class H cement for a 500' balanced plug from 2680' to 2180'. 
1.77242E+11,-130305,6/16/09,6/16/2009 - Operations suspended. 
1.77242E+11,-130305,6/17/09,"6/17/2009 - Tested 500' plug to 1050 psi on tubing and 1150 psi on casing.  Performed bubble tests on both tubing and casing.  RU EL.  Tested lubricator to 1000 psi.  RIH with perforating gun and perforated tubing and 7"" casing.  POOH.  Attempted to circulate down tubing and up 10-3/4"" casing with no success.  Mixed and pumped 11.5 bbls (60 sacks) of Class H cement for a 300' balanced plug from 2100' to 1800' in the 2-3/8"" tubing and 7"" casing.   "
1.77242E+11,-130305,6/18/09,"6/18/2009 to 6/20/2009 - Operations suspended. """
1.77242E+11,-160664,8/16/10,8/16/2010: The DB William Kallop arrived at MP-305 B and set anchors. 
1.77242E+11,-160664,8/17/10,8/17/2010: Workers cut lifting slots in the tops of the conductors at the (+) 12 elevation. All 18 well conductors were then explosively severed and the Kallop began pulling conductors. 
1.77242E+11,-160664,8/18/10,8/18/2010: Removed conductors B3  4  6  11  12  13  14  17 and 19 and set on the material barge. Welders began installing the lifting trunnions on the tops of piles A2  B2 and B3. 
1.77242E+11,-160664,8/19/10,8/19/2010: Removed conductors B2  9  10  15  16  20. Began drifting all piles in preparation for setting explosive charges. 
1.77242E+11,-160664,8/20/10,8/20/10: Removed conductors B1 and B7. Explosively severed all eight (8) piles and the B18 conductor at least 15 ft below mudling. Removed conductor B18. All lifting trunnions are installed on the tops of piles A2  A3  B2 and B3. 
1.77242E+11,-160664,8/21/10,8/21/10: Lifted the MP-305 B jacket and secured to the stern of the barge. The DB William Kallop towed and toppled the jacket in the MP-305 reef site. 
1.77242E+11,-129264,5/31/09,5/31/2009 to 6/6/2009 - Operations suspended. 
1.77242E+11,-129265,6/7/09,6/7/2009 to 6/8/2009 - Operations suspended. 
1.77242E+11,-129265,6/9/09,"6/9/2009 - RIH and cut 7"" casing at 661'. "
1.77242E+11,-129265,6/10/09,6/10/2009 - Operations suspended. 
1.77242E+11,-129265,6/11/09,6/11/2009 - RU casing jack.  Pulled 235k on casing with no movement. 
1.77242E+11,-129265,6/12/09,6/12/2009 to 6/13/2009 - Operations suspended. 
1.77242E+11,-125195,5/10/09,5/10/2009  P&A crew arrived on location at Platform B. 
1.77242E+11,-125195,5/11/09,5/11/2009  Operations suspended. 
1.77242E+11,-125195,5/12/09,5/12/2009  Pumped 216 bbls SW down casing.  Pumped 40 bbls SW down tubing and established injection rates.  Mixed and pumped 4 bbls (21 sacks) Class H cement and squeezed the L1-4 Sand (ETOC at 6000). 
1.77242E+11,-125195,5/13/09,5/13/2009 to 5/15/2009  Operations suspended. 
1.77242E+11,-125195,5/16/09,5/16/2009  Tested L1-4 Sand squeeze on 2-3/8 tubing to 1020 psi.  Tested 7 casing to 1080 psi.   
1.77242E+11,-125648,5/17/09,5/17/2009 to 5/18/2009  Operations suspended. 
1.77242E+11,-125648,5/19/09,5/19/2009  Tested 10-3/4 to 750 psi.  Performed bubble test on 10-3/4.   
1.77242E+11,-125648,5/20/09,5/20/2009 to 5/22/2009  Operations suspended. 
1.77242E+11,-125648,5/23/09,5/23/2009  Bubble tested 2-3/8 tubing 
1.77242E+11,-126851,5/24/09,5/24/2009  RU EL.  Tested lubricator to 1500 psi.  RIH and perforated tubing at 4261.  POOH.  RD EL.  Mixed and pumped 13.5 bbls of Class H cement for a 500 balanced plug from 4261 to 3761. 
1.77242E+11,-126851,5/25/09,5/25/2009  Operations suspended. 
1.77242E+11,-126851,5/26/09,5/26/2009  Tested 2-3/8 to 1100 psi and bubble tested same.  Tested 2-3/8 x 7 to 1000 psi and bubble tested same.  RU EL.  Tested lubricator to 1000 psi.  RIH with perforating gun and perforated tubing and casing at 2857.  POOH.  Mixed and pumped 26 bbls of Class H cement for a 300 balanced plug from 2857 to 2557 in the 2-3/8 x 7 x 10-3/4.  
1.77242E+11,-126851,5/27/09,5/27/2009 to 5/29/2009  Operations suspended. 
1.77242E+11,-126851,5/30/09,"5/30/2009  Tested 2-3/8 tubing to 1100 psi and performed bubble test on same.  Tested 7 casing to 1000 psi and performed bubble test.  Tested 10-3/4 to 750 psi and performed bubble test on same.  RU EL.  Tested lubricator to 1000 psi.  RIH with tubing cutter and cut tubing at 671 MD.  POOH.  Circulated 20 bbls out 7 casing. """
1.77242E+11,-130439,6/14/09,6/14/2009 - Operations suspended. 
1.77242E+11,-130439,6/15/09,"6/15/2009 - RU spear and grapple and speared 7"" casing.  Pulled and LD 7"" casing. "
1.77242E+11,-130439,6/16/09,6/16/2009 - RIH with gauge ring and tagged at 620'. 
1.77242E+11,-130439,6/17/09,6/17/2009 - Operations suspended. 
1.77242E+11,-130439,6/18/09,"6/18/2009 - RIH and set 10-3/4"" CIBP at 646'.   "
1.77242E+11,-130439,6/19/09,6/19/2009 - Operations suspended. 
1.77242E+11,-130439,6/20/09,"6/20/2009 - RIH with workstring and mixed and pumped 20 bbls (105 sacks) of Class H cement for a 200' plug from 646' to 446'.  Washed TOC.  POOH. """
1.77242E+11,-130660,6/21/09,6/21/2009 - Operations suspended. 
1.77242E+11,-130660,6/22/09,6/22/2009 - RIH and tagged TOC at 459' MD. 
1.77242E+11,-130660,6/23/09,"6/23/2009 - Pulled 22"" conductor.  All remaining casings have been cut and pulled from +/- 12' AWL.  Completed pulling conductors.  Welded covers on top of conductors.  Temporary Abandonment operations completed.  FINAL REPORT.   "
1.77104E+11,-173744,5/15/11,05/15/2011 - Worked on cutting & removing VD Row B  conductiors  and jetting skirt pile Row B.  Installed last trunion in A4 pile. 
1.77104E+11,-173744,5/16/11,05/16/2011 - Continued to remove conductors  VD row B  & jet skirt pile.  All turnions cleaned and tested. 
1.77104E+11,-173744,5/17/11,05/17/2011 - Completed jetting of skirt piles.  Divers to sound & drift holes.  All misc bumpers & landings removed. 
1.77104E+11,-173744,5/18/11,05/18/2011 - Completed jetting skirt pile between A1 & A2. WOW. 
1.77104E+11,-173744,5/19/11,"05/19/2011 - 05/21/2011 - WOW.   """
1.77104E+11,-174345,5/22/11,05/22/2011  Jetted & drifted last skirt pile. 
1.77104E+11,-174345,5/23/11,05/23/2011- Checked welds on trunions. Set charges in skirt piles. Repositioned barge. 
1.77104E+11,-174345,5/24/11,05/24/2011  Set charged in skirt piles. NMFS okay t/shoot. Four shots fired successful. Positioned derrick barges for lift. 
1.77104E+11,-174345,5/25/11,05/25/2011  Mated two barges.  RU  lift & dewater jacket t/tow height. 
1.77104E+11,-174345,5/26/11,05/26/2011  ROV on location. Prepared t/make test run. 
1.77104E+11,-174345,5/27/11,05/27/2011  ROV verified bottom clearance.  Traveled t/reef location & prepared for topple of jacket. 
1.77104E+11,-174345,5/28/11,05/28/2011  Toppled jacket & verified location with divers and sonar.  Job complete. Final Report. 
1.77104E+11,-172563,4/24/11,04/24/2011 - Completed jetting the A1 well conductor down t/16ft bml. Total jet t/370' f/top of conductor. WOW. 
1.77104E+11,-172563,4/25/11,04/25/2011 - 04/29/2011 - WOW. 
1.77104E+11,-172563,4/30/11,04/30/2011 - WOW in AM. Moved DB in position @ 1800 hrs. Installed rigging on North deck section for lifting. 
1.77104E+11,-172233,4/14/11,04/14/2011     Arrived on location. 
1.77104E+11,-172233,4/15/11,04/15/2011     Performed safety inspection of deck.  Held pre-job meeting w/crew & began setting up equipment to cut deck.  WOW. Job shut down by Apache Safety (potential asbestos & black mold inspection of quarters). 
1.77104E+11,-172233,4/16/11,04/16/2011    All worked stopped due to HES safety stand down. Waiting on test results. 
1.77104E+11,-173016,5/1/11,05/01/2011 - WOW. All stop on lift. Removed pipe from A3 & A4 legs. 
1.77104E+11,-173016,5/2/11,05/02/2011 - Pipe removal completed in A3  A4  B3 & B4 legs. Drifted 2 legs A3 & A4. WOW. 
1.77104E+11,-173016,5/3/11,05/03/2011 - Unable to shoot conductors due to rough seas. WOW. 
1.77104E+11,-173016,5/4/11,05/04/2011 - WOW. Made repair on S-stern anchor.  Final cuts made on legs.  Made lift & set on MB. 
1.77104E+11,-173016,5/5/11,05/05/2011 - Tied down deck t/MB. Removed clips & stabbing guides from legs A1&B1. Jetting leg B3 complete  down to 385ft. Moved t/B4 leg. 
1.77104E+11,-173016,5/6/11,05/06/2011 - Removed stabbing guides & piping f/legs A1 & A2. Jetted legs B4 & A3. Moved jet string t/A4 leg. 
1.77104E+11,-173016,5/7/11,05/07/2011 - Jetting complete on leg pile A4. Moved jet string t/A1 leg pile. 
1.77104E+11,-172306,4/17/11,04/17/2011 - HES safety stand-down waiting on test results. All clear on test results. Began removal of deck eqpt & cutting deck in two. 
1.77104E+11,-172306,4/18/11,04/18/2011 - Cut deck in two.  Set up conductor bay area to remove conductors. Welded on tie-downs. Began cutting cellar deck in half. 
1.77104E+11,-172306,4/19/11,04/19/2011 - Cut decks in half. Began setting up to remove conductors at the +20ft. Builts scaffolds for access to cut legs. (high pressure on conductor 18  bled down & filled with water). 
1.77104E+11,-172306,4/20/11,04/20/2011 - Prepared & removed eqpt from deck & secured to material barge. Cut conductors at the +12 for removal. 
1.77104E+11,-172306,4/21/11,04/21/2011 - Sea fatened LQ on material barge.  Accessed pad eyes on top deck. Sounding conductors f/+12 elev. (#17 = 400'+  #18= 400'+  #16 = 400'+  #8 = 392'+  #3= 400'+ T&A= 192'  #14= 400'+  #10= 400'+  #15= 400'+  #13= 400'+  #11= 400'+) 
1.77104E+11,-172306,4/22/11,04/22/2011 - Cleaned pad eyes for UT & welded cap ears on trunnions.  UT pad eyes and cleared. Removed conductor sections f/+12-+56'. Began forced account to jet out T&A well. Completed removal of top sections of conductors. 
1.77104E+11,-172306,4/23/11,"04/23/2011 - Jetted on T&A well f/-192ft bwl to -352' bwl.  """
1.77104E+11,-173503,5/8/11,05/08/2011   Removed piping f/legs B1 & B2. Jetted down leg piles A2  A1  B2. Moved string t/leg pile B1. 
1.77104E+11,-173503,5/9/11,05/09/2011   Completed jetting leg pile B1. Made pre-survey turtle watch. Given OK by NMFS to shoot.  Shots good (all 20). Post-survey OK.  
1.77104E+11,-173503,5/10/11,05/10/2011   Began conductor removal. Welded trunions & rigged up dive station and jet string. 
1.77104E+11,-173503,5/11/11,05/11/2011   Worked on removing conductors A9  A8  A16  A15. Continued installing trunions  dive station & jet string. 
1.77104E+11,-173503,5/12/11,05/12/2011   Attempted t/jet skirt piles  install trunions & pull conductors. WOW. 
1.77104E+11,-173503,5/13/11,05/13/2011   Divers prepped VD for removals. Cut section 1 of A17 conductor. WOW. 
1.77104E+11,-173503,5/14/11,05/14/2011   Continued removing conductors  installing trunions  removing VDs & rigging up.  Cut & recovered A17  A16  A18  first section of A3 conductors. 
1.77202E+11,-202207,7/8/12,"07/08/2012  :	Finish ND tree.  Pulled 2-7/8-inch tubing free. "
1.77202E+11,-202207,7/9/12,"07/09/2012  :	Pulled and LD 2-7/8-inch tubing. "
1.77202E+11,-202207,7/10/12,07/10/2012  :   Finished pulling and LD 2-7/8-inch tubing.  NORM free.  Made 5.65-inch GR run to 870-ft MD.  Set 7-inch CIBP at 867-ft MD.   
1.77202E+11,-202207,7/11/12,"07/11/2012  :	Mixed and pumped 50-ft cement plug consisting of 10 sacks of 16.2 ppg Class H Cement and displaced with 8.6 ppg seawater.  TOC is at 826-ft MD. "
1.77202E+11,-202207,7/12/12,07/12/2012 : 07/14/2012 :  No activity. 
1.77202E+11,-199657,6/18/12,6/18/2012: MOB to WD 152 A.  Start to offload boat and RU platform. 
1.77202E+11,-199657,6/19/12,6/19/2012: RU pump lines and tested to 250 low / 5 000 high.  Checked 7-inch x 10-3/4-inch casing annulus  0 psi.  Checked 10-3/4-inch x 16-inch casing annulus  0 psi.  Checked 2-7/8-inch x 7-inch casing  1 070 psi.  RD pump lines.  ND 2-9/16-inch x -inch flanges on 7-inch and 10-3/4-inch casing heads.  NU 2-9/16-inch x 2-inch flanges on 7-inch and 10-3/4-inch casing heads.  RU SL lubricator and tested 250 low / 5 000 high.  Open SCSSV w/ 1 050 psi on 2-7/8-inch tubing.  RU pump lines to pump in sub.  Pumped 55 bbls of 8.6 ppg seawater into 2-7/8-inch tubing at 1 000 psi.  Pumped another 26 bbls of 8.6 ppg seawater into 2-7/8-inch tubing w/ 1 750 psi at 1 BPM.  Stopped pumping and pressure dropped to 1 250 psi.  RD pump lines from pump in sub.  RU pump lines to 7-inch casing.  Had 1 250 psi on 7-inch casing.  Bled pressure to 0 psi. 
1.77202E+11,-199657,6/20/12,6/20/2012: Offloaded equipment from boat.  Checked pressures on 2-7/8-inch tubing at 300 psi and 7-inch casing at 200 psi  bled both to 0 psi.  RU pump lines to 10-3/4-inch x 16-inch casing annulus and tested lines to 250 low / 5 000 high.  Had 0 psi on 10-3/4-inch x 16-inch casing annulus and filled w/ 4.5 bbls of 8.6 ppg seawater.  RU pump lines to 7-inch x 10-3/4-inch casing annulus and had 0 psi and filled w/  bbls of 8.6 ppg seawater.  RU pump lines to 2-7/8-inch x 7-inch casing and pumped down 2-7/8-inch tubing and took returns of 7-inch casing.  Filled 2-7/8-inch x 7-inch casing w/ 50 bbls of 8.6 ppg seawater and pressured up on 2-7/8-inch tubing and 7-inch casing to 1 700 psi.  Established injection into production perforations w/ 25 bbls of 8.6 ppg seawater at 2 000 psi at 1 BPM.  RU SL lubricator and tested to 250 low / 5 000 high.  Made 2-inch GR to 9 250-ft MD.  POOH and RD SL.  Mixed and pumped 21 sacks of 16.2 ppg Class H Cement and displaced w/ 50 bbls of 8.6 ppg seawater.  Final squeeze pressure was 2 000 psi.  ETOC at 8 635-ft MD.  
1.77202E+11,-199657,6/21/12,6/21/2012: Opened 2-7/8-inch tubing and 7-inch casing w/ 2 800 psi on both.  Bled both to 0 psi.  RU pump lines and tested to 250 low / 5 000 high.  Circulated out 25 bbls of 8.6 ppg seawater until returns cleaned up.  Tested squeeze to 3 050 psi for 30 minutes.  Squeeze tested good.  Perform negative test  no bubbles.  RD pump lines.  RU SL lubricator and tested to 250 low / 5 000 high.  Tagged TOC at 8 657-ft MD.  RD SL.  RU pump lines on 10-3/4-inch x 16-inch casing annulus and tested to 250 low / 5 000 high.  Attempted unsuccessfully to test 10-3/4-inch x 16-inch casing annulus to 250 psi for 30 minutes.  Bled to 200 psi in 30 minutes.  Made three attempts to test 10-3/4-inch x 16-inch casing annulus  same result.  Secure equipment and evacuated WD 152 A for Tropical Storm Debby. 
1.77202E+11,-199657,6/22/12,"6/22/2012 : 6/23/2012: Evacuated WD 152 A for Tropical Storm Debby. """
1.77202E+11,-200180,6/24/12,6/24/2012 : 6/27/2012: Evacuated WD 152 A for Tropical Storm Debby. 
1.77202E+11,-200180,6/28/12,6/28/2012: RU SL lubricator and tested to 250/5 000.  Made 2-1/4-inch GR run to 4 100-ft MD.  POOH w/ 2-1/4-inch GR.  RIH and set D&D hole finder at 3 500-ft MD.  Tested hole finder and there is communication from the tubing to the production casing.  Disconnected hole finder at 3 500-ft MD and set hole finder at 2 800-ft MD.  Tested hole finder and there is not communication from the tubing to the production casing.  Found  GLM at 2 789-ft MD has a slow leak.  RD SL and RU EL lubricator and tested to 250/5 000.  Set 1.906-inch MRBP at 3 355-ft MD.  POOH. 
1.77202E+11,-200180,6/29/12,6/29/2012: RU EL lubricator and tested to 250/5 000.  MU 4-ft x 4 SPF HSC w/ 3.29-inch penetrator charges  0 phase and tagged MRBP at 3 355-ft MD.  PU 1-ft and applied 500 psi on the tubing and perforated the 2-7/8-inch tubing and 7-inch casing from 3 350-ft MD to 3 346-ft MD.  RD EL.  RU pump lines and tested to 250/5 000.  Pressured up on the 2-7/8-inch tubing and 7-inch casing to 1 000 psi w/ 10-3/4-inch casing valve open.  No communication from 7-inch casing to 10-3/4-inch casing.  Bled pressure to 0 psi from 2-7/8-inch tubing and 7-inch casing and shut valves on both.  Pressured up to 1 000 psi on the 10-3/4-inch casing  but no communication between the 10-3/4-inch casing and 7-inch casing was established.  Attempted same exercise three times to no avail.  Bled pressure to 0 psi. 
1.77202E+11,-200180,6/30/12,6/30/2012: No activity. 
1.77202E+11,-200498,7/1/12,7/1/2012 : 7/3/2012: No activity. 
1.77202E+11,-200498,7/4/12,7/4/2012: RU EL and tested lubricator to 250/5 000.  RIH to 3 350-ft MD w/ 4-ft x 4spf HSC 3.29-inch penetrator charge  3600  0 phase.  Pressured up to 1 000 psi and perforated 2-7/8-inch tubing and 7-inch casing.  Tested 2-7/8-inch x 7-inch casing annulus to 1 000 psi for 30 minutes.  Good test.  RU pump lines and tested to 250/5 000.  Mixed and pumped 500-ft Balanced Cement Plug consisting of 204 sacks of 16.2 ppg Class H Cement and displaced cement w/ 16.5 bbls of 8.6 ppg seawater into perforations.  Attempted to squeeze cement into perforations.  Locked in 1 000 psi. 
1.77202E+11,-200498,7/5/12,7/5/2012: RU pump lines and tested to 250/5 000.  Opened 2-7/8-inch tubing and 7-inch casing w/ 0 psi on both.  Attempted to test 500-ft Balanced Cement Plug on 2-7/8-inch tubing  7-inch casing and 10-3/4-inch casing to 1 000 psi for 30 minutes.  Test bled to 980 psi.  Retest in morning.  Trouble shoot leaks at surface. 
1.77202E+11,-200498,7/6/12,7/6/2012: RU EL and tested lubricator to 250/5 000.  Tagged TOC at 2 845-ft MD w/ 2-1/4-inch GR.  RU pump lines and tested to 250/5 000.  Tested 500-ft Balanced Cement Plug on 2-7/8-inch tubing and 7-inch casing to 1 000 psi for 30 minutes.  Good test.  Bubbled test 2-7/8-inch tubing  7-inch casing  10-3/4-inch casing and 16-inch casing for 60 minutes.  Good test.  RU EL and tested lubricator to 250/5 000.  Jet cut 2-7/8-inch tubing at 906-ft MD.  Circulated 50 bbls of 8.6 ppg seawater down 2-7/8-inch tubing while taking returns on 7-inch casing.  Tested 10-3/4-inch x 16-inch casing annulus to 250 psi for 30 minutes.  Good test. 
1.77202E+11,-200498,7/7/12,"7/7/2012: ND tree and flow line flange. """
1.77202E+11,-203012,7/29/12,7/29/2012: RIH w/ 2-7/8-inch tubing and 5-3/4-inch overshot and latched lost tool string and POOH.   
1.77202E+11,-203012,7/30/12,7/30/2012: Jet cut 10-3/4-inch casing at 656-ft MD (194-ft BML).  RU pump lines to 16-inch casing valve and circulated 220 bbls of 8.6 ppg seawater down 16-inch x 10-3/4-inch casing annulus and up 10-3/4-inch casing. 
1.77202E+11,-203012,7/31/12,7/31/2012 : 8/4/2012: No activity. 
1.77202E+11,-202210,7/15/12,"07/15/2012  :	07/17/2012  :	No activity.   "
1.77202E+11,-202210,7/18/12,"07/18/2012  :	Finish ND tubing spool.  NU shooting nipple.  RU EL.  Tested lubricator to 250/5 000.  RIH w/ jet cutter and tagged high at 682-ft MD.  POOH and LD jet cutter.  RD EL. "
1.77202E+11,-202210,7/19/12,"07/19/2012  :	07/21/2012  :	No activity. "
1.77202E+11,-202398,7/22/12,7/22/2012 : 7/24/2012: No activity.   
1.77202E+11,-202398,7/25/12,7/25/2012: RU EL.  Tested lubricator to 250/5 000.  Tagged TOC at 668-ft MD.  Jet cut 7-inch casing at 668-ft MD.  RD EL.  Established circulation down 10-3/4-inch casing valve and up the 7-inch casing w/ 8.6 ppg seawater.  ND clamps on casing head.   
1.77202E+11,-202398,7/26/12,"7/26/2012: RU casing jacks.  Speared into 7-inch casing and pulled casing free.  Began pulling and LD 7-inch casing.  	 "
1.77202E+11,-202398,7/27/12,7/27/2012: Finished pulling and LD 7-inch casing.  NORM free.  RD casing jacks.  RU EL.  Made GR run to 619-ft MD (157-ft BML) and tagged mud high.  RD EL.  MU and RIH w/ 2-7/8-inch workstring and cleaned 10-3/4-inch casing w/ 8.6 ppg seawater.  LD 2-7/8-inch workstring.   
1.77202E+11,-202398,7/28/12,7/28/2012: RU EL.  Made GR run to 656-ft MD (194-ft BML).  Lost tools in hole while POOH. 
1.77202E+11,-203561,8/5/12,8/5/2012 : RU casing jacks.  Speared into 10-3/4-inch casing and pulled 10-3/4-inch casing free.  Began pulling and LD 10-3/4-inch casing.  NORM free. 
